133.996	121.982	80.3415	139.77
338.132	128.255	321.87	128.336
436.979	144.376	437.236	123.114
509.473	127.76	600.871	152.207
290.143	144.461	321.679	131.402
404.148	134.337	398.881	165.752
606.597	177.56	636.971	134.443
537.204	158.717	492.203	136.22
341.557	138.862	328.267	147.105
486.23	140.692	550.942	173.754
330.611	151.853	344.508	143.343
316.858	144.344	298.162	154.443
308.23	153.295	323.904	143.613
270.879	157.282	287.625	146.827
426.515	145.583	427.626	169.281
324.303	149.257	310.947	157.403
403.498	195.637	404.966	150.604
314.488	162.044	328.028	152.981
34.0365	156.318	299.76	286.087
283.367	166.07	298.101	158.08
552.794	169.867	537.254	159.42
485.829	158.693	503.265	163.905
593.747	175.197	604.874	158.864
231.841	261.943	35.9442	163.738
399.162	166.042	394.667	190.678
499.911	165.769	490.559	200.607
536.748	187.083	502.365	166.073
43.8484	169.149	52.58	197.046
357.861	168.962	343.234	178.296
259.306	177.996	273.134	170.642
582.2	171.087	566.879	181.881
255.881	192.328	286.528	175.01
405.932	197.512	429.044	178.444
574.343	200.989	588.914	179.92
341.418	179.915	314.02	197.574
289.457	190.792	308.017	181.656
544.609	181.313	558.986	187.31
320.537	201.745	339.179	189.087
393.213	189.897	353.817	213.052
467.055	205.443	453.869	192.386
473.355	197.279	458.12	193.142
299.547	284.582	404.703	197.017
512.892	213.663	474.8	197.145
0.176193	218.298	46.0616	199.172
81.8411	198.706	55.6581	200.03
53.5672	199.241	65.4047	238.192
91.7223	223.489	85.3961	199.11
311.766	199.21	270.391	226.52
290.612	209.353	304.619	201.037
379.027	227.73	410.962	199.589
53.4973	206.552	0	228.538
302.841	212.668	318.141	203.151
433.885	211.994	410.453	203.606
639.518	204.49	604.869	239.859
514.959	213.509	527.645	203.751
587.7	205.068	575.575	214.309
532.831	204.469	497.019	252.297
275.143	207.275	261.523	215.004
460.936	226.294	434.217	212.008
353.506	213.048	327.118	230.339
410.67	214.285	492.22	254.915
533.455	220.835	547.888	215.036
575.327	215.158	537.563	239.205
483.177	238.164	496.155	221.027
492.693	244.944	508.948	221.578
520.591	235.941	531.182	221.371
522.291	239.96	547.151	222.262
534.993	223.803	523.138	236.887
489.371	226.631	471.831	226.945
499.967	225.052	486.607	240.392
268.006	227.955	252.625	238.656
349.902	252.494	377.558	228.926
123.544	344.926	93.1843	230.278
97.4803	231.719	125.273	339.466
496.136	249.868	468.548	231.248
63.4916	240.317	44.3316	235.81
177.507	255.51	173.612	234.06
176.454	236.475	195.489	245.899
505.414	251.757	521.086	237.377
576.262	257.696	603.716	236.386
536.334	238.416	509.054	253.805
438.203	246.487	398.303	238.487
399.532	242.482	427.214	249.237
596.566	245.234	580.33	258.082
354.372	245.622	322.278	273.587
198.112	246.853	180.261	257.516
427.743	247.991	450.561	255.81
422.06	252.869	403.136	250.539
283.914	252.279	261.398	264.545
469.69	265.786	423.006	252.286
318.368	280.897	350.126	252.565
416.306	258.191	463.875	285.573
579.319	258.035	565.445	266.583
558.117	268.112	572.104	259.758
280.937	286.265	232.653	261.546
98.7665	347.056	73.8726	263.274
188.518	267.5	143.311	295.921
197.718	290.87	194.376	268.31
495.853	269.97	514.517	276.467
246.275	270.747	271.53	285.305
389.278	279.603	372.818	272.596
321.752	274.241	297.661	296.37
494.318	273.269	519.364	283.154
358.311	275.198	337.186	312.053
374.245	275.874	389.619	283.908
349.608	297.032	363.582	276.34
542.005	278.211	524.5	304.458
639.092	319.536	542.507	279.619
303.574	312.229	317.049	281.405
271.578	284.592	286.917	305.594
297.389	294.575	281.32	286.706
461.843	311.948	407.474	288.015
204.723	341.829	198.497	294.326
167.926	311.58	189.488	297.042
418.377	296.29	442.5	306.672
340.204	312.873	349.473	297.433
400.629	301.853	420.348	305.771
285.178	304.357	286.105	410.632
489.003	308.817	479.578	320.785
493.843	324.067	487.834	310.035
517.673	310.453	512.054	325.217
247.272	339.344	246.751	311.854
536.945	320.504	522.855	312.341
300.621	476.899	303.785	313.114
452.24	324.726	463.867	312.636
519.089	316.426	534.47	325.159
528.696	329.658	515.048	321.603
58.1315	321.886	35.9041	334.853
512.014	380.682	530.978	334.52
143.624	337.53	121.931	354.058
228.144	358.146	251.194	337.511
396.445	354.294	365.677	342.985
100.627	349.407	124.356	347.838
363.084	346.943	377.623	355.621
531.075	348.314	511.795	394.342
380.495	360.884	358.012	349.6
123.19	351.47	101.778	353.128
426.608	367.53	395.436	354.838
80.3654	374.038	93.0452	364.271
406.378	374.195	384.526	364.05
397.944	366.123	429.961	377.764
469.531	365.277	483.308	371.467
27.7764	368.852	37.3503	385.349
451.937	383.397	434.223	369.57
429.235	378.119	466.038	398.633
481.109	400.379	460.442	384.615
521.665	388.485	515.591	406.046
586.152	421.997	525.322	389.95
17.7658	391.032	32.4008	403.946
456.27	399.504	436.152	390.674
450.612	403.152	428.067	391.992
473.36	407.624	456.136	399.536
500.79	407.639	481.696	401.153
32.968	404.545	47.2495	417.719
474.292	415.783	452.995	404.623
56.9656	429.274	30.5785	405.677
286.212	411.874	286.159	446.876
334.658	425.841	344.958	412.319
496.94	416.294	475.813	413.938
567.68	459.147	586.326	422.843
310.722	456.951	332.02	429.487
85.1864	454.728	59.621	431.603
64.0589	432.227	83.1367	449.362
509.417	432.831	516.761	465.082
285.37	450.82	288.758	476.955
110.624	476.876	88.0322	456.98
558.443	477.046	566.137	462.728
