71.4826	45.7133	61.2433	0.204645
288.998	21.7822	286.734	0.506983
294.613	0.609445	300.082	84.247
311.531	61.7301	301.728	0.448583
306.291	0.516994	315.239	55.6876
338.963	0.290573	341.393	24.5485
502.903	0.646179	507.336	47.0697
241.24	22.851	233.238	4.88152
500.124	22.1219	497.631	4.44463
154.236	5.36293	139.879	12.9664
493.341	5.59715	500.475	60.8059
173.222	8.97251	154.291	11.1404
493.352	29.3366	489.537	6.8475
568.125	6.87139	638.36	16.3871
49.9671	7.99472	59.0284	49.1762
340.538	18.7531	406.883	9.43096
454.862	17.3084	414.269	11.3465
463.777	54.3224	467.845	8.10034
471.125	8.04885	466.411	54.4549
469.873	53.1859	475.407	7.94546
76.3284	9.28318	78.798	28.2003
462.791	9.36373	461.315	53.1061
413.771	10.6488	412.619	41.9024
485.114	10.9301	489.465	36.0426
638.235	21.1282	569.319	11.0071
226.965	15.8777	204.312	13.8232
520.146	26.4379	525.951	12.0061
407.044	14.4774	341.811	22.6095
409.069	28.1376	408.451	13.1116
554.755	13.2679	549.039	28.4686
200.628	19.3158	179.427	18.2996
478.459	44.4209	482.571	14.4706
13.5296	15.542	18.2107	38.3638
479.521	15.4555	473.725	53.2171
339.281	27.2289	406.828	20.176
554.121	21.4151	638.586	31.9133
174.457	21.7705	148.163	23.659
457.621	53.1925	456.509	24.2929
108.354	28.4184	96.5114	37.659
401.99	29.6196	335.65	34.7042
407.411	44.4492	409.691	27.9955
187.657	36.8563	204.395	30.6795
638.785	43.829	554.716	30.9071
134.401	39.5083	154.36	35.5496
295.176	94.3225	291.337	35.6602
135.309	47.9333	184.175	37.2154
552.833	36.7918	543.524	69.4886
89.4388	48.4475	127.68	40.8772
161.86	39.3048	134.303	45.2954
414.315	41.9584	428.095	51.9162
80.8017	44.8855	66.5906	49.8031
130.496	46.2535	66.8862	59.4288
289.305	46.7926	290.8	68.2001
67.8756	53.1658	89.2478	48.7582
59.3778	64.3879	132.009	48.7478
365.658	63.2305	407.972	50.1305
184.225	51.2759	199.291	54.7401
425.62	53.4791	441.876	53.394
134.821	53.6184	94.8743	63.8285
262.199	69.4344	265.384	52.0601
541.194	51.3663	529.969	66.3844
441.849	54.6289	459.418	56.4578
20.6035	59.1704	36.8062	57.4696
404.979	57.3109	381.924	64.5301
103.886	67.6898	136.537	58.2119
65.6915	59.6534	47.1062	64.0927
201.421	59.2438	193.751	85.8057
133.282	83.2629	130.758	63.2659
578.967	64.6389	593.893	68.6626
27.2206	65.8404	7.15733	70.5721
375.21	66.8244	296.858	91.8232
509.342	65.7956	531.733	70.1134
129.05	67.1055	66.5354	87.0613
291.482	68.2588	256.423	80.5905
313.092	68.9389	334.408	69.8018
335.591	70.3196	351.917	68.4976
436.939	73.3363	455.655	73.1082
0.391971	75.8182	24.6178	70.4762
24.8652	69.9643	48.2454	149.706
252.297	70.9969	242.35	82.2935
361.812	76.6738	376.197	72.1959
465.469	73.9768	481.856	76.9769
85.6931	73.5308	66.8446	76.6939
527.797	85.2816	540.567	73.0647
549.123	75.5268	565.675	79.1476
194.397	77.1203	175.573	78.7877
522.378	98.7061	547.19	77.2391
485.852	78.1587	503.214	81.3993
24.4521	80.9304	0.345685	87.0191
138.011	81.9265	166.857	79.1832
506.408	81.3824	523.203	85.2902
366.86	82.2464	351.834	81.6337
556.145	79.7762	552.413	99.4768
557.999	104.326	567.154	80.7331
486.965	82.0055	460.393	100.287
349.162	88.629	368.149	83.2081
569.12	82.8844	566.104	101.752
600.66	83.7795	585.637	84.5926
240.677	85.778	150.408	116.232
292.107	84.9206	275.647	91.9265
468.171	88.2194	443.56	100.264
540.035	88.9594	522.578	102.764
15.7031	90.9434	0.686219	94.6247
319.568	91.1767	302.032	97.3229
602.767	109.158	613.422	91.5614
613.026	94.6157	628.005	93.1503
418.46	95.3208	375.979	110.375
73.3886	115.106	128.046	95.4065
366.596	121.129	428.116	98.1022
133.768	118.508	129.357	97.1367
429.005	177.92	522.059	99.5937
429.652	101.342	379.416	120.732
628.088	115.025	635.518	101.149
315.902	110.004	300.024	102.92
521.905	102.654	515.629	118.894
356.856	113.07	379.247	105.258
473.479	106.463	458.508	112.782
520.247	112.401	534.125	105.147
536.839	106.827	521.798	118.022
304.794	107.737	294.367	130.037
98.1275	109.382	74.3087	117.941
376.13	110.884	338.993	123.236
321.596	112.276	344.953	128.546
611.818	114.655	628.154	117.982
421.282	115.49	427.269	144.551
536.829	116.818	522.966	127.927
346.586	128.625	366.267	121.04
378.571	119.919	340.776	135.452
